claim_id,customer,customer_plant,claim_country,claim_language,claim_description,production_plant,production_country,part_category,part_name_ko,part_name_en,part_number,production_date,delivery_date,occurrence_date,claim_received_date,claim_confirmed_date,claim_status,defect_type_ko,defect_type_en,severity,claim_quantity,unit_price_usd,claim_amount_usd
CLM-000072,Hyundai,HMGMA (Hyundai Motor Group Metaplant America),US,en,Design Flaw detected on Daytime Running Lamp (SL-LMP-68138). Identified at HMGMA (Hyundai Motor Group Metaplant America).,SL Brazil,BR,Lamp Systems,주간주행등,Daytime Running Lamp,SL-LMP-68138,2023-04-06,2023-04-19,2023-05-31,2023-06-10,,조사중,설계결함,Design Flaw,Minor,8,65.58,571.86
CLM-000073,Ford,Changan Ford Chongqing,CN,zh,在Steering Knuckle（SL-CHS-76263）上发现Surface & Plating Defect。由Changan Ford Chongqing确认。,SL Lumax (India),IN,Chassis Systems,너클,Steering Knuckle,SL-CHS-76263,2025-04-04,2025-04-10,2025-05-31,2025-06-14,2025-07-22,기각,표면·도금불량,Surface & Plating Defect,Minor,20,26.9,489.58
CLM-000074,Kia,Kia Georgia Plant,US,en,Material Defect detected on Horn (SL-FEM-97177). Identified at Kia Georgia Plant.,SL Alabama,US,Front End Module,혼,Horn,SL-FEM-97177,2023-11-20,2023-11-27,2024-06-06,2024-06-17,2024-06-24,보상완료,소재불량,Material Defect,Minor,2,10.52,17.88
CLM-000075,Ford,Ford Michigan Assembly,US,en,Material Defect detected on Horn (SL-FEM-97207). Identified at Ford Michigan Assembly.,SL Tennessee,US,Front End Module,혼,Horn,SL-FEM-97207,2024-05-07,2024-05-11,2025-05-16,2025-05-21,2025-06-15,기각,소재불량,Material Defect,Major,200,21.7,3819.2
CLM-000076,GM,GM Korea 부평공장,KR,ko,스태빌라이저링크(SL-CHS-39643) 부품에서 크랙·파손 발생. GM Korea 부평공장에서 확인됨.,SL 진량공장,KR,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-39643,2024-07-24,2024-08-13,2025-05-28,2025-05-29,2025-07-13,기각,크랙·파손,Crack & Breakage,Minor,1,17.95,20.64
CLM-000077,Kia,기아 광주공장,KR,ko,파워윈도우스위치(SL-ELE-19120) 부품에서 치수불량 발생. Kia 기아 광주공장에서 확인됨.,SL 대구공장,KR,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-19120,2022-09-30,2022-10-03,2023-10-18,2023-10-20,2023-11-05,기각,치수불량,Dimensional Out-of-Spec,Minor,20,30.41,535.22
CLM-000078,Kia,기아 광주공장,KR,ko,후미등(SL-LMP-30632) 부품에서 기능불량 발생. Kia 기아 광주공장에서 확인됨.,SL 안산공장,KR,Lamp Systems,후미등,Tail Lamp,SL-LMP-30632,2022-04-26,2022-05-01,2023-04-12,2023-04-17,2023-05-17,확정,기능불량,Functional Failure,Major,200,53.73,10101.24
CLM-000079,Ford,Ford Kentucky Truck Plant,US,en,Assembly Defect detected on Power Window Switch (SL-ELE-79066). Identified at Ford Kentucky Truck Plant.,SL Alabama,US,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-79066,2024-08-20,2024-08-30,2024-09-23,2024-09-30,2024-10-06,보상완료,조립불량,Assembly Defect,Minor,5,23.56,107.2
CLM-000080,Hyundai,HMMA (Hyundai Motor Manufacturing Alabama),US,en,Foreign Material Contamination detected on Radiator Support (SL-FEM-33028). Identified at HMMA (Hyundai Motor Manufacturing Alabama).,SL Tennessee,US,Front End Module,라디에이터서포트,Radiator Support,SL-FEM-33028,2023-02-19,2023-03-11,2023-09-22,2023-10-04,2023-11-11,확정,이물혼입,Foreign Material Contamination,Minor,2,18.72,43.8
CLM-000081,GM,GM Fort Wayne Assembly,US,en,Assembly Defect detected on Power Window Switch (SL-ELE-85156). Identified at GM Fort Wayne Assembly.,동풍삼립(우한),CN,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-85156,2024-03-24,2024-04-09,2025-04-08,2025-04-13,,조사중,조립불량,Assembly Defect,Minor,12,17.73,270.21
CLM-000082,GM,GM Brazil Gravataí,BR,pt,Crack & Breakage detectado em Bumper Beam (SL-FEM-41891). Identificado na GM Brazil Gravataí.,SL 안산공장,KR,Front End Module,범퍼빔,Bumper Beam,SL-FEM-41891,2024-07-29,2024-08-13,2025-06-11,2025-06-20,,조사중,크랙·파손,Crack & Breakage,Minor,12,13.98,199.63
CLM-000083,Hyundai,현대자동차 울산공장,KR,ko,스태빌라이저링크(SL-CHS-94599) 부품에서 기타 발생. Hyundai 현대자동차 울산공장에서 확인됨.,SL 안산공장,KR,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-94599,2023-06-25,2023-07-01,2023-10-30,2023-11-02,2023-11-16,확정,기타,Other,Minor,3,37.09,125.74
CLM-000084,Hyundai,HMGMA (Hyundai Motor Group Metaplant America),US,en,Other detected on Lower Control Arm (SL-CHS-67640). Identified at HMGMA (Hyundai Motor Group Metaplant America).,SL Alabama,US,Chassis Systems,로어암,Lower Control Arm,SL-CHS-67640,2022-09-04,2022-09-21,2023-05-20,2023-05-31,2023-06-20,확정,기타,Other,Minor,1,23.61,19.83
CLM-000085,GM,GM Korea 부평공장,KR,ko,리어콤비램프(SL-LMP-87867) 부품에서 기능불량 발생. GM Korea 부평공장에서 확인됨.,SL 진량공장,KR,Lamp Systems,리어콤비램프,Rear Combination Lamp,SL-LMP-87867,2025-04-04,2025-04-21,2025-11-04,2025-11-14,2025-11-19,확정,기능불량,Functional Failure,Major,200,67.37,12935.04
CLM-000086,GM,GM Korea 창원공장,KR,ko,안개등(SL-LMP-21053) 부품에서 기능불량 발생. GM Korea 창원공장에서 확인됨.,SL Mexico (SLP),MX,Lamp Systems,안개등,Fog Lamp,SL-LMP-21053,2024-11-25,2024-12-03,2025-10-30,2025-10-31,2025-12-01,확정,기능불량,Functional Failure,Major,100,58.98,5190.24
CLM-000087,Kia,기아 광주공장,KR,ko,액추에이터모터(SL-ELE-92691) 부품에서 크랙·파손 발생. Kia 기아 광주공장에서 확인됨.,SL 미러텍(시흥),KR,Electrification,액추에이터모터,Actuator Motor,SL-ELE-92691,2024-09-30,2024-10-13,2024-11-16,2024-11-18,2024-12-15,확정,크랙·파손,Crack & Breakage,Minor,8,42.57,384.83
CLM-000088,Honda,Honda Marysville Auto Plant,US,en,Foreign Material Contamination detected on Stabilizer Link (SL-CHS-96787). Identified at Honda Marysville Auto Plant.,SL Alabama,US,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-96787,2024-12-31,2025-01-05,2025-03-13,2025-03-18,2025-05-01,확정,이물혼입,Foreign Material Contamination,Minor,3,34.11,123.82
CLM-000089,Ford,Ford Kentucky Truck Plant,US,en,Design Flaw detected on Fog Lamp (SL-LMP-50483). Identified at Ford Kentucky Truck Plant.,SL Alabama,US,Lamp Systems,안개등,Fog Lamp,SL-LMP-50483,2023-09-04,2023-09-17,2024-01-05,2024-01-18,2024-02-04,확정,설계결함,Design Flaw,Minor,3,30.02,109.87
CLM-000090,Hyundai,Beijing Hyundai Motor (BHMC),CN,zh,在Fog Lamp（SL-LMP-91006）上发现Design Flaw。由Beijing Hyundai Motor (BHMC)确认。,SL Lumax (India),IN,Lamp Systems,안개등,Fog Lamp,SL-LMP-91006,2022-11-09,2022-11-24,2023-09-26,2023-09-29,2023-11-10,확정,설계결함,Design Flaw,Minor,50,27.84,1364.16
CLM-000091,Ford,Changan Ford Chongqing,CN,zh,在Wiring Harness（SL-ELE-50562）上发现Functional Failure。由Changan Ford Chongqing确认。,SL 옌타이,CN,Electrification,와이어링하네스,Wiring Harness,SL-ELE-50562,2025-04-26,2025-05-10,2025-08-18,2025-08-29,2025-09-29,보상완료,기능불량,Functional Failure,Minor,8,45.02,378.17
CLM-000092,Kia,기아 광명공장,KR,ko,로어암(SL-CHS-94040) 부품에서 배선·전장불량 발생. Kia 기아 광명공장에서 확인됨.,SL 성서공장,KR,Chassis Systems,로어암,Lower Control Arm,SL-CHS-94040,2025-02-12,2025-03-04,2025-09-11,2025-09-26,,조사중,배선·전장불량,Wiring & Electrical Defect,Minor,2,21.41,50.53
CLM-000093,Kia,Kia India (Anantapur),IN,en,Dimensional Out-of-Spec detected on Inside Mirror (SL-MIR-55820). Identified at Kia India (Anantapur).,SL Lumax (India),IN,Mirror Systems,룸미러,Inside Mirror,SL-MIR-55820,2022-07-22,2022-07-26,2023-02-24,2023-03-03,2023-03-21,확정,치수불량,Dimensional Out-of-Spec,Minor,2,38.75,62.78
CLM-000094,Subaru,Subaru Gunma Oizumi Plant,JP,ja,Fog Lamp（SL-LMP-71925）にAssembly Defectを検出。Subaru Gunma Oizumi Plantにて確認。,SL 성서공장,KR,Lamp Systems,안개등,Fog Lamp,SL-LMP-71925,2022-08-31,2022-09-18,2023-10-12,2023-10-20,2023-10-28,기각,조립불량,Assembly Defect,Minor,8,39.02,271.58
CLM-000095,Subaru,Subaru Gunma Oizumi Plant,JP,ja,Lower Control Arm（SL-CHS-16258）にFunctional Failureを検出。Subaru Gunma Oizumi Plantにて確認。,SL 대구공장,KR,Chassis Systems,로어암,Lower Control Arm,SL-CHS-16258,2023-09-14,2023-10-01,2024-05-03,2024-05-05,,조사중,기능불량,Functional Failure,Major,200,29.69,6650.56
CLM-000096,GM,GM Brazil Gravataí,BR,pt,Wiring & Electrical Defect detectado em Sensor Module (SL-ELE-41531). Identificado na GM Brazil Gravataí.,SL Brazil,BR,Electrification,센서모듈,Sensor Module,SL-ELE-41531,2025-01-22,2025-01-27,2025-05-03,2025-05-12,2025-05-19,보상완료,배선·전장불량,Wiring & Electrical Defect,Major,100,32.83,4235.07
CLM-000097,GM,GM Fort Wayne Assembly,US,en,Material Defect detected on Horn (SL-FEM-43246). Identified at GM Fort Wayne Assembly.,SL 대구공장,KR,Front End Module,혼,Horn,SL-FEM-43246,2022-07-30,2022-08-04,2023-02-03,2023-02-09,2023-03-26,확정,소재불량,Material Defect,Major,200,27.85,5402.9
CLM-000098,Hyundai,Beijing Hyundai Motor (BHMC),CN,zh,在Bonnet Latch（SL-FEM-27675）上发现Surface & Plating Defect。由Beijing Hyundai Motor (BHMC)确认。,상해삼립,CN,Front End Module,본넷래치,Bonnet Latch,SL-FEM-27675,2022-04-21,2022-05-08,2023-05-10,2023-05-11,2023-05-16,확정,표면·도금불량,Surface & Plating Defect,Minor,1,16.52,15.86
CLM-000099,Kia,Kia India (Anantapur),IN,en,Functional Failure detected on Steering Knuckle (SL-CHS-16265). Identified at Kia India (Anantapur).,SL Lumax (India),IN,Chassis Systems,너클,Steering Knuckle,SL-CHS-16265,2024-06-17,2024-06-23,2024-11-10,2024-11-23,2024-12-21,확정,기능불량,Functional Failure,Minor,20,23.19,412.78
CLM-000100,Ford,Ford-Werke Cologne,DE,de,Material Defect bei Lower Control Arm (SL-CHS-65640) festgestellt. Erkannt bei Ford-Werke Cologne.,SL Lumax (India),IN,Chassis Systems,로어암,Lower Control Arm,SL-CHS-65640,2022-10-25,2022-11-02,2023-06-11,2023-06-20,2023-06-29,확정,소재불량,Material Defect,Minor,12,33.81,385.43
CLM-000101,BMW,BMW Brilliance Shenyang,CN,zh,在Bumper Beam（SL-FEM-56210）上发现Foreign Material Contamination。由BMW Brilliance Shenyang确认。,동풍삼립(우한),CN,Front End Module,범퍼빔,Bumper Beam,SL-FEM-56210,2025-01-15,2025-01-19,2025-06-09,2025-06-11,2025-07-09,기각,이물혼입,Foreign Material Contamination,Major,100,29.63,3377.82
CLM-000102,Subaru,Subaru of Indiana Automotive,US,en,Assembly Defect detected on Tail Lamp (SL-LMP-18812). Identified at Subaru of Indiana Automotive.,SL Mexico (SLP),MX,Lamp Systems,후미등,Tail Lamp,SL-LMP-18812,2023-03-12,2023-03-26,2024-04-28,2024-05-04,2024-06-12,확정,조립불량,Assembly Defect,Major,200,34.97,7133.88
CLM-000103,Kia,Kia Georgia Plant,US,en,Design Flaw detected on Sensor Module (SL-ELE-62171). Identified at Kia Georgia Plant.,SL 성서공장,KR,Electrification,센서모듈,Sensor Module,SL-ELE-62171,2023-10-27,2023-11-07,2024-10-05,2024-10-09,2024-10-13,보상완료,설계결함,Design Flaw,Minor,50,33.3,2097.9
CLM-000104,Hyundai,HMMA (Hyundai Motor Manufacturing Alabama),US,en,Design Flaw detected on Sensor Module (SL-ELE-74382). Identified at HMMA (Hyundai Motor Manufacturing Alabama).,SL Tennessee,US,Electrification,센서모듈,Sensor Module,SL-ELE-74382,2023-12-06,2023-12-13,2024-02-14,2024-02-28,,조사중,설계결함,Design Flaw,Major,50,54.88,3320.24
CLM-000105,KGM,KGM 평택공장,KR,ko,센서모듈(SL-ELE-49315) 부품에서 소재불량 발생. KGM 평택공장에서 확인됨.,SL 성서공장,KR,Electrification,센서모듈,Sensor Module,SL-ELE-49315,2022-11-11,2022-11-19,2023-11-19,2023-12-02,2023-12-19,확정,소재불량,Material Defect,Minor,5,45.64,209.94
CLM-000106,GM,GM Spring Hill Assembly,US,en,Wiring & Electrical Defect detected on Wiring Harness (SL-ELE-90209). Identified at GM Spring Hill Assembly.,SL Alabama,US,Electrification,와이어링하네스,Wiring Harness,SL-ELE-90209,2023-05-11,2023-05-23,2023-06-26,2023-07-03,2023-08-05,보상완료,배선·전장불량,Wiring & Electrical Defect,Minor,20,44.61,1079.56
CLM-000107,Hyundai,HMMA (Hyundai Motor Manufacturing Alabama),US,en,Material Defect detected on Sensor Module (SL-ELE-26821). Identified at HMMA (Hyundai Motor Manufacturing Alabama).,SL Alabama,US,Electrification,센서모듈,Sensor Module,SL-ELE-26821,2022-12-03,2022-12-10,2024-01-08,2024-01-15,2024-01-21,확정,소재불량,Material Defect,Minor,100,16.89,1486.32
CLM-000108,Kia,기아 광명공장,KR,ko,로어암(SL-CHS-93238) 부품에서 설계결함 발생. Kia 기아 광명공장에서 확인됨.,SL 진량공장,KR,Chassis Systems,로어암,Lower Control Arm,SL-CHS-93238,2024-04-30,2024-05-12,2024-07-16,2024-07-26,2024-08-30,확정,설계결함,Design Flaw,Major,200,43.07,7580.32
CLM-000109,BMW,BMW Spartanburg Plant,US,en,Assembly Defect detected on Head Lamp (SL-LMP-15958). Identified at BMW Spartanburg Plant.,SL 대구공장,KR,Lamp Systems,전조등,Head Lamp,SL-LMP-15958,2023-07-19,2023-07-28,2024-06-26,2024-07-09,2024-08-20,확정,조립불량,Assembly Defect,Major,50,82.78,4428.73
CLM-000110,BMW,BMW Spartanburg Plant,US,en,Other detected on Bumper Beam (SL-FEM-17852). Identified at BMW Spartanburg Plant.,SL Alabama,US,Front End Module,범퍼빔,Bumper Beam,SL-FEM-17852,2023-03-23,2023-04-08,2023-11-20,2023-11-28,2023-12-22,확정,기타,Other,Minor,3,16.44,57.21
CLM-000111,Ford,Ford-Werke Cologne,DE,de,Functional Failure bei Stabilizer Link (SL-CHS-83616) festgestellt. Erkannt bei Ford-Werke Cologne.,SL 성서공장,KR,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-83616,2023-02-13,2023-02-23,2023-08-06,2023-08-14,,조사중,기능불량,Functional Failure,Minor,5,16.65,69.1
CLM-000112,Subaru,Subaru Gunma Oizumi Plant,JP,ja,Sensor Module（SL-ELE-34881）にFunctional Failureを検出。Subaru Gunma Oizumi Plantにて確認。,동풍삼립(우한),CN,Electrification,센서모듈,Sensor Module,SL-ELE-34881,2023-02-21,2023-03-12,2023-11-23,2023-12-01,2023-12-23,확정,기능불량,Functional Failure,Minor,1,14.05,14.05
CLM-000113,GM,GM Korea 창원공장,KR,ko,안개등(SL-LMP-74866) 부품에서 설계결함 발생. GM Korea 창원공장에서 확인됨.,SL 진량공장,KR,Lamp Systems,안개등,Fog Lamp,SL-LMP-74866,2025-03-07,2025-03-27,2025-08-21,2025-08-22,2025-09-21,보상완료,설계결함,Design Flaw,Minor,8,72.29,682.42
CLM-000114,Kia,Kia Georgia Plant,US,en,Other detected on Sensor Module (SL-ELE-19637). Identified at Kia Georgia Plant.,SL Alabama,US,Electrification,센서모듈,Sensor Module,SL-ELE-19637,2024-05-30,2024-06-16,2025-03-02,2025-03-15,2025-04-26,확정,기타,Other,Minor,2,15.79,26.84
CLM-000115,Kia,기아 광주공장,KR,ko,사이드리피터미러(SL-MIR-76731) 부품에서 이물혼입 발생. Kia 기아 광주공장에서 확인됨.,SL 대구공장,KR,Mirror Systems,사이드리피터미러,Side Repeater Mirror,SL-MIR-76731,2024-07-15,2024-07-19,2025-04-02,2025-04-03,,조사중,이물혼입,Foreign Material Contamination,Minor,50,45.97,1999.69
CLM-000116,Honda,Honda Marysville Auto Plant,US,en,Crack & Breakage detected on Horn (SL-FEM-87820). Identified at Honda Marysville Auto Plant.,SL Tennessee,US,Front End Module,혼,Horn,SL-FEM-87820,2024-02-14,2024-03-04,2024-11-19,2024-11-28,2025-01-06,확정,크랙·파손,Crack & Breakage,Minor,50,30.03,1471.47
CLM-000117,BMW,BMW Brilliance Shenyang,CN,zh,在Horn（SL-FEM-95929）上发现Other。由BMW Brilliance Shenyang确认。,호북삼립,CN,Front End Module,혼,Horn,SL-FEM-95929,2023-04-03,2023-04-07,2024-04-11,2024-04-21,2024-05-27,확정,기타,Other,Minor,20,11.99,273.37
CLM-000118,Hyundai,현대자동차 울산공장,KR,ko,본넷래치(SL-FEM-64127) 부품에서 조립불량 발생. Hyundai 현대자동차 울산공장에서 확인됨.,SL 안산공장,KR,Front End Module,본넷래치,Bonnet Latch,SL-FEM-64127,2023-07-07,2023-07-26,2024-02-22,2024-03-06,2024-04-08,기각,조립불량,Assembly Defect,Minor,3,22.0,71.28
CLM-000119,KGM,KGM 평택공장,KR,ko,혼(SL-FEM-81601) 부품에서 크랙·파손 발생. KGM 평택공장에서 확인됨.,SL 대구공장,KR,Front End Module,혼,Horn,SL-FEM-81601,2024-01-03,2024-01-14,2024-12-26,2025-01-05,2025-01-23,확정,크랙·파손,Crack & Breakage,Minor,100,16.06,2039.62
CLM-000120,KGM,KGM 평택공장,KR,ko,너클(SL-CHS-55718) 부품에서 치수불량 발생. KGM 평택공장에서 확인됨.,SL Poland,PL,Chassis Systems,너클,Steering Knuckle,SL-CHS-55718,2024-02-11,2024-02-17,2024-07-14,2024-07-24,2024-08-20,기각,치수불량,Dimensional Out-of-Spec,Minor,12,43.5,626.4
CLM-000121,Kia,기아 광주공장,KR,ko,너클(SL-CHS-95979) 부품에서 크랙·파손 발생. Kia 기아 광주공장에서 확인됨.,SL 안산공장,KR,Chassis Systems,너클,Steering Knuckle,SL-CHS-95979,2023-05-05,2023-05-23,2024-06-09,2024-06-13,2024-07-20,확정,크랙·파손,Crack & Breakage,Major,100,34.97,3042.39
CLM-000122,BMW,BMW Munich Plant,DE,de,Assembly Defect bei Head Lamp (SL-LMP-64172) festgestellt. Erkannt bei BMW Munich Plant.,SL Poland,PL,Lamp Systems,전조등,Head Lamp,SL-LMP-64172,2023-10-18,2023-11-05,2024-11-07,2024-11-09,2024-11-20,기각,조립불량,Assembly Defect,Major,100,88.56,7793.28
CLM-000123,BMW,BMW Brilliance Shenyang,CN,zh,在Steering Knuckle（SL-CHS-94659）上发现Assembly Defect。由BMW Brilliance Shenyang确认。,동풍삼립(우한),CN,Chassis Systems,너클,Steering Knuckle,SL-CHS-94659,2022-03-29,2022-04-03,2023-05-02,2023-05-13,2023-06-19,확정,조립불량,Assembly Defect,Minor,3,25.79,94.39
CLM-000124,Subaru,Subaru of Indiana Automotive,US,en,Crack & Breakage detected on Bonnet Latch (SL-FEM-47941). Identified at Subaru of Indiana Automotive.,호북삼립,CN,Front End Module,본넷래치,Bonnet Latch,SL-FEM-47941,2023-03-01,2023-03-13,2023-03-18,2023-03-28,2023-04-21,기각,크랙·파손,Crack & Breakage,Minor,50,34.71,1856.99
CLM-000125,GM,GM Korea 창원공장,KR,ko,로어암(SL-CHS-24764) 부품에서 조립불량 발생. GM Korea 창원공장에서 확인됨.,SL Mexico (SLP),MX,Chassis Systems,로어암,Lower Control Arm,SL-CHS-24764,2024-07-30,2024-08-16,2024-11-08,2024-11-19,2024-12-03,확정,조립불량,Assembly Defect,Minor,12,38.1,493.78
CLM-000126,Ford,Ford Michigan Assembly,US,en,Foreign Material Contamination detected on Sensor Module (SL-ELE-21368). Identified at Ford Michigan Assembly.,SL Alabama,US,Electrification,센서모듈,Sensor Module,SL-ELE-21368,2024-04-16,2024-04-22,2025-03-31,2025-04-03,2025-05-06,보상완료,이물혼입,Foreign Material Contamination,Minor,5,10.31,51.03
CLM-000127,GM,GM Spring Hill Assembly,US,en,Crack & Breakage detected on Actuator Motor (SL-ELE-44282). Identified at GM Spring Hill Assembly.,SL 옌타이,CN,Electrification,액추에이터모터,Actuator Motor,SL-ELE-44282,2024-01-07,2024-01-17,2025-01-06,2025-01-07,2025-02-08,기각,크랙·파손,Crack & Breakage,Minor,3,28.24,88.96
CLM-000128,Honda,Honda Suzuka Factory,JP,ja,Wiring Harness（SL-ELE-38721）にForeign Material Contaminationを検出。Honda Suzuka Factoryにて確認。,SL 안산공장,KR,Electrification,와이어링하네스,Wiring Harness,SL-ELE-38721,2023-01-22,2023-01-29,2023-10-01,2023-10-09,2023-11-19,기각,이물혼입,Foreign Material Contamination,Minor,20,41.59,1048.07
CLM-000129,Ford,Ford Michigan Assembly,US,en,Surface & Plating Defect detected on Power Window Switch (SL-ELE-79228). Identified at Ford Michigan Assembly.,SL 안산공장,KR,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-79228,2024-11-25,2024-12-01,2025-01-10,2025-01-11,2025-02-15,보상완료,표면·도금불량,Surface & Plating Defect,Major,200,34.15,6010.4
CLM-000130,Stellantis,Stellantis Sterling Heights Assembly,US,en,Assembly Defect detected on Rear Combination Lamp (SL-LMP-68390). Identified at Stellantis Sterling Heights Assembly.,SL Alabama,US,Lamp Systems,리어콤비램프,Rear Combination Lamp,SL-LMP-68390,2022-08-27,2022-09-03,2023-04-24,2023-05-03,2023-06-11,확정,조립불량,Assembly Defect,Major,100,55.05,6606.0
